id_user,name,address,latitude,longitude,city,state,stars,review_count,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,estrellas
672291,Positano Coast by Aldo Lamberti,"212 Walnut St, Fl 2",39.9467,-75.1447,Philadelphia,PA,3.5,689,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,AAABC
672291,Winslow's Home,7213 Delmar Blvd,38.6578,-90.3214,Saint Louis,MO,4.0,528,06:00-13:00,04:30-12:00,06:00-14:00,06:00-16:00,06:00-16:00,06:00-16:00,06:00-14:00,AAAAC
672291,Drifters,1008B Woodland St,36.1768,-86.7508,Nashville,TN,4.0,277,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-19:00,09:00-19:00,09:00-19:00,AAAAC
672291,The Steakhouse at Circus,"Circus Circus Reno, 500 North Sierra St",39.5315,-119.816,Reno,NV,3.5,80,09:30-20:00,09:30-20:00,09:30-20:00,09:30-20:00,09:30-20:30,09:30-20:30,09:30-20:00,AAABC
672291,Crazy Bowls & Wraps,9635 Manchester Rd,38.6088,-90.3679,Saint Louis,MO,3.5,64,00:00-00:00,17:00-21:00,17:00-21:00,17:00-22:00,17:00-22:00,17:00-22:00,11:00-14:00,AAABC
672291,Grille One Sixteen,15405 N Dale Mabry,28.0922,-82.5018,Tampa,FL,4.0,57,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,11:00-19:00,11:00-19:00,AAAAC
672291,Romarco's,451 E  Baltimore Ave,39.9326,-75.2892,Clifton Heights,PA,3.5,53,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-23:00,AAABC
672291,Poke Ocean,"229 Plaza Blvd, Unit 29A",40.2064,-74.801,Morrisville,PA,4.5,52,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-01:00,11:00-01:00,12:00-00:00,AAAAB
672291,Steak â€™n Shake,520 N Town Center Rd,39.6202,-86.3539,Mooresville,IN,2.0,43,09:00-16:00,08:30-17:00,08:30-19:30,08:30-19:30,08:30-17:30,08:00-17:00,00:00-00:00,AACCC
762612,Twin Peaks,6880 E 82nd St,39.9063,-86.0475,Indianapolis,IN,3.5,257,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,AAABC
762612,Caviar & Bananas,2031 Broadway,36.1484,-86.7989,Nashville,TN,3.5,159,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,AAABC
762612,Doc Magrogan's Oyster House - West Chester,117 E Gay St,39.9615,-75.6036,West Chester,PA,3.0,114,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,AAACC
762612,Tony's Restaurant & 3rd Street Cafe,312 Piasa St,38.8966,-90.1862,Alton,IL,3.0,94,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,AAACC
762612,St Honore Pastries,935 Race St,39.9555,-75.1556,Philadelphia,PA,4.0,80,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:00-21:00,07:00-21:00,07:00-21:00,AAAAC
762612,Craft Hall,901 N Delaware Ave,39.9626,-75.1357,Philadelphia,PA,3.5,65,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,AAABC
762612,Lafitte's Landing Seafood House,1700 Lapalco Blvd,29.8755,-90.0494,Harvey,LA,2.5,38,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,AABCC
762612,New Orleans Spirit Tours,723 St Peter St,29.9584,-90.0652,New Orleans,LA,4.0,38,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,AAAAC
762612,Fairfield Inn & Suites,719 E Baltimore Pike,39.8562,-75.6946,Kennett Square,PA,3.0,37,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,AAACC
1241051,Jet Rock Bar & Grill,"8000 Essington Ave, Terminal D- Gate 13, Philadelphia International Airport",39.8755,-75.2381,Philadelphia,PA,2.0,244,07:00-18:00,07:00-18:00,07:00-18:00,07:00-18:00,07:00-18:00,07:00-18:00,00:00-00:00,AACCC
1241051,Restaurant Alba,7 W King St,40.036,-75.5149,Malvern,PA,4.0,181,09:30-18:00,09:30-18:00,09:30-18:00,09:30-18:00,09:30-18:00,09:30-18:00,00:00-00:00,AAAAC
1241051,NI HAO TEA,4726 E Broadway Blvd,32.2209,-110.89,Tucson,AZ,4.5,179,17:00-22:00,17:00-22:00,17:30-22:00,17:00-22:00,17:00-22:00,17:00-22:00,17:00-22:00,AAAAB
1241051,Sloco,2905 12th Ave S,36.1213,-86.7906,Nashville,TN,3.5,165,09:00-16:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-18:00,00:00-00:00,AAABC
1241051,Channel Islands Outfitters,117 B Harbor Way,34.4037,-119.694,Santa Barbara,CA,5.0,107,00:00-00:00,00:00-00:00,15:30-19:30,15:30-19:30,15:30-19:30,09:00-16:00,00:00-00:00,AAAAA
1241051,Toula's Creole Kitchen,109 Tchoupitoulas St,29.9509,-90.0665,New Orleans,LA,4.0,87,00:00-00:00,14:00-23:00,11:00-15:00,14:00-23:00,14:00-00:00,12:00-00:00,12:00-23:00,AAAAC
1241051,Kinsey's Italian Cafe,6383 W Broadway,39.8929,-85.925,Mc Cordsville,IN,4.0,78,00:00-00:00,11:00-20:00,11:00-21:00,11:00-20:00,11:00-22:00,10:00-22:00,10:00-21:00,AAAAC
1241051,Olde City Tattoo,44 S 2nd St,39.9489,-75.1441,Philadelphia,PA,3.5,77,16:00-00:00,16:00-00:00,16:00-00:00,16:00-00:00,16:00-02:00,16:00-02:00,16:00-00:00,AAABC
1241051,La Terraza,5751 Nolensville Pike,36.0474,-86.7151,Nashville,TN,3.5,65,07:30-22:00,07:30-22:00,07:30-22:00,07:30-22:00,07:30-22:00,07:30-22:00,07:30-19:00,AAABC
1870361,Lux Nails & Spa,771 Chapala St,34.4182,-119.7,Santa Barbara,CA,4.0,332,00:00-00:00,06:00-17:30,06:00-17:30,06:00-17:30,06:00-17:30,06:00-17:30,00:00-00:00,AAAAC
1870361,Richard Nicholas Hair Studio,1716 Sansom St,39.9506,-75.1696,Philadelphia,PA,4.0,186,00:00-00:00,09:00-19:30,09:00-19:30,09:00-19:30,09:00-21:00,09:00-21:00,00:00-00:00,AAAAC
1870361,The Post East,"1701 Fatherland St, Ste A",36.1734,-86.7396,Nashville,TN,4.0,177,00:00-00:00,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,08:00-13:00,00:00-00:00,AAAAC
1870361,Layla,"20 Allen Ave, Ste 130",38.594,-90.3609,Webster Groves,MO,4.0,138,00:00-00:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-17:00,00:00-00:00,AAAAC
1870361,Saku,"1839 E Ridge Pike, Ste 20",40.2141,-75.4983,Royersford,PA,4.5,115,00:00-00:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-21:00,10:00-21:00,11:00-18:00,AAAAB
1870361,Durham Deli,2486 Durham Rd,40.1304,-74.8857,Bristol,PA,4.5,82,00:00-00:00,09:30-19:00,09:30-19:00,09:00-12:00,11:30-14:00,10:00-17:00,00:00-00:00,AAAAB
1870361,Stacks Grilled Cheese and Bar,"315 Julia St, Embassy Suites",29.9452,-90.0663,New Orleans,LA,3.0,69,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-21:00,12:00-17:00,AAACC
1870361,"We, The Pizza","301 S Gulfview Blvd, Ste 101",27.9736,-82.8289,Clearwater,FL,4.0,65,08:00-03:00,08:00-03:00,08:00-03:00,08:00-03:00,08:00-04:00,08:00-04:00,08:00-03:00,AAAAC
1870361,Star Nails,5200 Chippewa St,38.5916,-90.2796,Saint Louis,MO,2.5,62,11:00-20:30,11:00-20:30,11:00-20:30,11:00-20:30,11:00-21:30,11:00-21:30,00:00-00:00,AABCC
1172061,Twin Peaks,6880 E 82nd St,39.9063,-86.0475,Indianapolis,IN,3.5,257,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,AAABC
1172061,Caviar & Bananas,2031 Broadway,36.1484,-86.7989,Nashville,TN,3.5,159,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,AAABC
1172061,Doc Magrogan's Oyster House - West Chester,117 E Gay St,39.9615,-75.6036,West Chester,PA,3.0,114,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,AAACC
1172061,Tony's Restaurant & 3rd Street Cafe,312 Piasa St,38.8966,-90.1862,Alton,IL,3.0,94,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,AAACC
1172061,St Honore Pastries,935 Race St,39.9555,-75.1556,Philadelphia,PA,4.0,80,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:00-21:00,07:00-21:00,07:00-21:00,AAAAC
1172061,Craft Hall,901 N Delaware Ave,39.9626,-75.1357,Philadelphia,PA,3.5,65,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,AAABC
1172061,Lafitte's Landing Seafood House,1700 Lapalco Blvd,29.8755,-90.0494,Harvey,LA,2.5,38,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,AABCC
1172061,New Orleans Spirit Tours,723 St Peter St,29.9584,-90.0652,New Orleans,LA,4.0,38,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,AAAAC
1172061,Fairfield Inn & Suites,719 E Baltimore Pike,39.8562,-75.6946,Kennett Square,PA,3.0,37,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,AAACC
688050,Peabody's,15333 Amberly Dr,28.0879,-82.4045,Tampa,FL,4.0,205,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,12:00-17:00,00:00-00:00,AAAAC
688050,Arctic Scoop,1812 E Passyunk Ave,39.9275,-75.1665,Philadelphia,PA,4.5,170,08:00-22:30,08:00-22:30,08:00-22:30,08:00-22:30,08:00-23:00,08:00-23:00,08:00-10:00,AAAAB
688050,Mei Ting Asian Fusion,1661 Easton Rd B12,40.269,-75.1289,Warrington,PA,4.0,126,14:00-03:00,14:00-03:00,14:00-03:00,14:00-03:00,14:00-03:00,14:00-03:00,16:00-00:00,AAAAC
688050,Bertucci's Italian Restaurant,1220 Nixon Dr,39.939,-74.9638,Mt Laurel,NJ,2.5,110,11:30-00:00,11:30-00:00,11:30-00:00,11:30-00:00,11:30-01:00,11:30-01:00,11:30-22:00,AABCC
688050,Applebee's Grill + Bar,4000 Park Blvd,27.8387,-82.6881,Pinellas Park,FL,2.0,77,00:00-00:00,17:00-02:00,17:00-02:00,17:00-02:00,17:00-02:00,17:00-02:00,00:00-00:00,AACCC
688050,Sublime Cupcakes,"141 Market St, Ste 1, Providence Town Ctr",40.1665,-75.4789,Collegeville,PA,3.5,74,10:00-17:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,00:00-00:00,AAABC
688050,Flor Fina,1412 E 7th Ave,27.9608,-82.4437,Tampa,FL,4.0,72,15:30-18:00,15:30-18:00,15:30-18:00,15:30-18:00,00:00-00:00,00:00-00:00,00:00-00:00,AAAAC
688050,Ginza Japanese & Asian Restaurant,327 N Black Horse Pike,39.8518,-75.0739,Runnemede,NJ,3.5,61,00:00-00:00,06:30-14:30,06:30-14:30,06:30-14:30,06:30-14:30,06:30-16:00,06:30-16:00,AAABC
688050,Thomas Hammer Coffee Roasters,298 N 8th St,43.617,-116.202,Boise,ID,4.0,46,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-22:30,11:00-22:30,11:00-22:30,AAAAC
1077256,Banh Mi So 1,4071 S Grand Blvd,38.5829,-90.2449,Saint Louis,MO,4.0,253,10:00-19:30,10:00-19:30,10:00-19:30,10:00-19:30,10:00-19:30,10:00-19:30,00:00-00:00,AAAAC
1077256,Pub 5,104 5th Ave S,36.1601,-86.7782,Nashville,TN,3.5,203,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-00:00,11:00-23:00,11:00-22:00,AAABC
1077256,Castnet Seafood,10826 Hayne Blvd,30.0516,-89.9789,New Orleans,LA,4.5,178,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-21:00,11:00-21:00,11:15-22:00,AAAAB
1077256,Tilted Kilt Pub & Eatery,826 W Dekalb Pike,40.0849,-75.3904,King Of Prussia,PA,3.0,110,00:00-00:00,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,12:00-18:00,00:00-00:00,AAACC
1077256,Codys Original Roadhouse,27405 Wesley Chapel Blvd,28.2385,-82.3627,Wesley Chapel,FL,2.5,83,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,12:00-21:00,AABCC
1077256,The Bends,919 1st Ave N,27.7723,-82.6474,Saint Petersburg,FL,4.0,76,04:30-23:00,04:30-23:00,04:30-23:00,04:30-23:00,04:30-23:00,04:30-23:00,04:30-23:00,AAAAC
1077256,Craft Hall,901 N Delaware Ave,39.9626,-75.1357,Philadelphia,PA,3.5,65,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,AAABC
1077256,El Sitio,7398 Calle Real,34.4336,-119.885,Goleta,CA,4.0,56,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,AAAAC
1077256,Bright Eyes Meridian,6360 N Saguaro Hills Ave,43.6625,-116.381,Meridian,ID,4.5,46,10:00-15:00,10:00-15:00,10:00-15:00,10:00-15:00,10:00-15:00,10:00-15:00,10:00-15:00,AAAAB
351604,Twin Peaks,6880 E 82nd St,39.9063,-86.0475,Indianapolis,IN,3.5,257,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,AAABC
351604,Caviar & Bananas,2031 Broadway,36.1484,-86.7989,Nashville,TN,3.5,159,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,AAABC
351604,Doc Magrogan's Oyster House - West Chester,117 E Gay St,39.9615,-75.6036,West Chester,PA,3.0,114,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,AAACC
351604,Tony's Restaurant & 3rd Street Cafe,312 Piasa St,38.8966,-90.1862,Alton,IL,3.0,94,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,AAACC
351604,St Honore Pastries,935 Race St,39.9555,-75.1556,Philadelphia,PA,4.0,80,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:00-21:00,07:00-21:00,07:00-21:00,AAAAC
351604,Craft Hall,901 N Delaware Ave,39.9626,-75.1357,Philadelphia,PA,3.5,65,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,AAABC
351604,Lafitte's Landing Seafood House,1700 Lapalco Blvd,29.8755,-90.0494,Harvey,LA,2.5,38,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,AABCC
351604,New Orleans Spirit Tours,723 St Peter St,29.9584,-90.0652,New Orleans,LA,4.0,38,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,AAAAC
351604,Fairfield Inn & Suites,719 E Baltimore Pike,39.8562,-75.6946,Kennett Square,PA,3.0,37,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,AAACC
662185,Beach Shanty Cafe,397 Mandalay Ave,27.9785,-82.8271,Clearwater,FL,4.0,357,10:00-00:00,10:00-00:00,10:00-01:00,10:00-01:00,10:00-02:00,10:30-02:00,10:30-00:00,AAAAC
662185,Sushi Club,7230 W 10th St,39.7797,-86.2879,Indianapolis,IN,4.0,300,00:00-00:00,06:00-20:30,06:00-20:30,09:30-11:00,09:30-11:00,08:00-17:00,09:00-19:00,AAAAC
662185,Nick's Old Original Roast Beef,2149 S 20th St,39.9245,-75.1793,Philadelphia,PA,4.5,258,00:00-00:00,10:15-21:30,10:15-21:30,10:15-21:30,10:15-22:30,10:15-22:30,11:15-21:30,AAAAB
662185,Outback Steakhouse,1601 Barataria Blvd,29.8831,-90.0981,Marrero,LA,3.0,80,00:00-00:00,09:00-15:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-17:00,00:00-00:00,AAACC
662185,Lavender Nails & Spa,1714 Grant Ave,40.0855,-75.0382,Philadelphia,PA,3.0,80,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-00:00,11:00-00:00,11:00-19:00,AAACC
662185,iFLY Indoor Skydiving - Tampa,10654 Palm River Rd,27.9315,-82.3327,Tampa,FL,4.5,79,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-16:00,AAAAB
662185,Xinantecatl,128 N Main St,40.3108,-75.3235,Souderton,PA,4.5,77,16:00-23:00,16:00-23:00,16:00-23:00,16:00-00:00,16:00-00:00,16:00-00:00,16:00-22:00,AAAAB
662185,Noodles & Company,7853 S US 31 At Shelby St,39.6526,-86.1381,Indianapolis,IN,3.0,45,11:00-19:00,00:00-00:00,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,12:00-17:00,AAACC
662185,Music City Pizza,114 12th Ave N,36.1579,-86.7881,Nashville,TN,4.0,44,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,16:00-22:00,15:00-22:00,00:00-00:00,AAAAC
1793565,Frankford Hall,1210 Frankford Ave,39.9694,-75.1346,Philadelphia,PA,4.0,981,00:00-00:00,05:30-20:00,05:30-20:00,05:30-20:00,05:30-20:00,05:30-20:00,06:00-20:00,AAAAC
1793565,Kountry Kitchen Soulfood Place,1831 N College Ave,39.7919,-86.1445,Indianapolis,IN,4.0,242,05:00-11:00,05:00-11:00,05:00-11:00,05:00-11:00,05:00-11:00,05:00-11:00,00:00-00:00,AAAAC
1793565,Big Ass Slices,218 Market St,39.9498,-75.1445,Philadelphia,PA,3.5,240,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-21:00,AAABC
1793565,Thanal Indian Tavern,1939 Arch St,39.9559,-75.1725,Philadelphia,PA,4.5,240,00:00-00:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,AAAAB
1793565,Clean Juice Carrollwood,13138 N Dale Mabry Hwy,28.066,-82.5068,Tampa,FL,4.0,94,07:00-14:30,07:00-14:30,07:00-14:30,07:00-14:30,07:00-14:30,07:00-14:30,00:00-00:00,AAAAC
1793565,India Grill,409 Central Ave,27.7715,-82.639,Saint Petersburg,FL,3.0,46,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,08:30-16:30,00:00-00:00,00:00-00:00,AAACC
1793565,Cafe at The Mill,1 S Main St,40.3573,-75.307,Sellersville,PA,4.0,44,00:00-00:00,10:00-23:00,10:00-23:00,10:00-20:00,10:00-23:00,10:00-23:00,10:00-23:00,AAAAC
1793565,Toscana Gourmet Pizza,825 W Sproul Rd,39.9441,-75.3488,Springfield,PA,3.0,35,00:00-00:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-14:00,11:00-21:00,11:00-21:00,AAACC
1793565,Starbucks,98 West River Road,32.2972,-110.973,Tucson,AZ,3.5,30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,AAABC
